id,category,level,action,new_level_or_kept_id,question,answer
"E351","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم القوة التي تجعل المغناطيس يجذب الحديد؟","المغناطيسية"
"M111","علوم واختراعات","متوسط","استبعاد: تافه","","ما اسم العملية التي يتحول فيها السائل إلى غاز؟","التبخر"
"M233","علوم واختراعات","متوسط","استبعاد: تافه","","ما اسم العملية التي يتحول فيها الغاز إلى سائل؟","التكثف"
"M398","علوم واختراعات","متوسط","استبعاد: تافه","","ما الجهاز الذي يحوّل الطاقة الكهربائية إلى حركة؟","المحرك الكهربائي"
"M402","علوم واختراعات","متوسط","استبعاد: تافه","","ما اسم العملية التي يُنزع بها الملح من ماء البحر ليصبح صالحًا للشرب؟","التحلية"
"M684","علوم واختراعات","متوسط","استبعاد: تافه","","ما اسم الظاهرة التي ترتدّ فيها موجة الصوت فتُسمع مرّةً أخرى؟","الصدى"
"E245","علوم واختراعات","سهل","استبعاد: تافه","","من مخترع الطائرة؟","الأخوان رايت"
"M137","علوم واختراعات","متوسط","استبعاد: تافه","","كم تبلغ سرعة الضوء تقريبًا بالكيلومتر في الثانية؟","300 ألف"
"ADM1447","علوم واختراعات","تعجيزي","استبعاد: مكرّر","H003","العنصر الذي رمزه W — ما اسمه؟","التنغستن"
"ADM1439","علوم واختراعات","تعجيزي","استبعاد: مكرّر","H169","ما اسم أوّل مسبارٍ غادر المجموعة الشمسيّة؟","فوياجر 1"
"ADM1438","علوم واختراعات","تعجيزي","استبعاد: مكرّر","H104","من العالم الذي اكتشف فصائل الدم؟","كارل لاندشتاينر"
"ADM1433","علوم واختراعات","تعجيزي","استبعاد: مكرّر","M312","ما اسم أوّل حاسوبٍ إلكترونيّ عامّ الغرض؟","إنياك"
"ADM1436","علوم واختراعات","تعجيزي","استبعاد: مكرّر","H132","ما اسم أوّل لغة برمجةٍ عالية المستوى؟","فورتران"
"ADM1435","علوم واختراعات","تعجيزي","استبعاد: مكرّر","H133","أيّ امرأةٍ تُعدّ كاتبةَ أوّل خوارزميّةٍ في التاريخ؟","آدا لافلايس"
"ADM1440","علوم واختراعات","تعجيزي","إبقاء: ليس مكرّراً — عُكس عند التنفيذ 2026-09-12","","كم عنصراً ضمّ جدول مندلييف حين نشره أوّل مرّة؟","ثلاثة وستّون"
"H002","علوم واختراعات","صعب","استبعاد: مكرّر","M607","من العالم الذي وضع الجدول الدوري للعناصر؟","مندلييف"
"M395","علوم واختراعات","متوسط","استبعاد: مكرّر","M029","من العالم الذي وضع قوانين الحركة الثلاثة؟","إسحاق نيوتن"
"ADM1443","علوم واختراعات","تعجيزي","استبعاد: مكرّر","M193","أيّ مركبةٍ أوصلت أوّل إنسانٍ إلى المدار؟","فوستوك 1"
"E072","علوم واختراعات","سهل","تغيير مستوى","متوسط","ما الجرم السماوي المسؤول عن ظاهرة المد والجزر؟","القمر"
"E080","علوم واختراعات","سهل","تغيير مستوى","متوسط","ما النجم الذي يُهتدى به إلى جهة الشمال؟","النجم القطبي"
"E252","علوم واختراعات","سهل","تغيير مستوى","متوسط","من العالم الذي طوّر المحرك البخاري وسُمّيت وحدة القدرة باسمه؟","جيمس واط"
"E432","علوم واختراعات","سهل","تغيير مستوى","متوسط","ما اسم العملية التي تتحول فيها المادة من صلبة إلى غازية مباشرة؟","التسامي"
"E430","علوم واختراعات","سهل","تغيير مستوى","متوسط","ما اسم الجهاز الذي يقيس ضغط الهواء الجوي؟","البارومتر"
"E249","علوم واختراعات","سهل","تغيير مستوى","متوسط","ما الغاز الخامل الذي تُملأ به لافتات الإعلان المضيئة فتتوهّج بالأحمر؟","النيون"
"M191","علوم واختراعات","متوسط","تغيير مستوى","سهل","من أول امرأة تحصل على جائزة نوبل؟","ماري كوري"
"M029","علوم واختراعات","متوسط","تغيير مستوى","سهل","من صاحب قانون الجاذبية؟","إسحاق نيوتن"
"M076","علوم واختراعات","متوسط","تغيير مستوى","سهل","ما أشهر نظرية وضعها ألبرت أينشتاين؟","النسبية"
"H080","علوم واختراعات","صعب","تغيير مستوى","متوسط","من العالم صاحب قاعدة الطفو الشهيرة؟","أرخميدس"
"H236","علوم واختراعات","صعب","تغيير مستوى","متوسط","ما الجسيم عديم الشحنة في نواة الذرة؟","النيوترون"
"ADM1441","علوم واختراعات","تعجيزي","تغيير مستوى","صعب","ماذا تقيس وحدة «التسلا»؟","المجال المغناطيسي"
"ADM1446","علوم واختراعات","تعجيزي","تغيير مستوى","صعب","كم سرعة الصوت في الماء تقريباً بالأمتار في الثانية؟","1500"
"ADM1575","من أنا؟","تعجيزي","استبعاد: مكرّر","H126","قائدٌ قرطاجيّ عبرتُ الألب بالفيلة لأغزو روما — من أنا؟","هانيبال"
"ADM1576","من أنا؟","تعجيزي","استبعاد: مكرّر","H176","سلطانٌ مملوكيّ هزمتُ المغول في عين جالوت — من أنا؟","قطز"
"ADM1578","من أنا؟","تعجيزي","استبعاد: مكرّر","E344","ملكةٌ مصريّة حكمتُ بلحيةٍ مستعارة — من أنا؟","حتشبسوت"
"ADM1580","من أنا؟","تعجيزي","استبعاد: مكرّر","ADM1543","كاتبٌ إنجليزيّ كتبتُ سبعاً وثلاثين مسرحيّة — من أنا؟","شكسبير"
"ADM1582","من أنا؟","تعجيزي","استبعاد: مكرّر","H047","خليفةٌ أمويّ عرّبتُ الدواوين وضربتُ النقود — من أنا؟","عبدالملك بن مروان"
"ADM1583","من أنا؟","تعجيزي","استبعاد: مكرّر","H012","عالمٌ نمساويّ زرعتُ البازلاء فاكتشفتُ قوانين الوراثة — من أنا؟","مندل"
"ADM1584","من أنا؟","تعجيزي","استبعاد: مكرّر","M172","قائدٌ أمويّ فتحتُ الأندلس وأحرقتُ السفن — من أنا؟","طارق بن زياد"
"ADM1586","من أنا؟","تعجيزي","استبعاد: مكرّر","M327","طبيبٌ إنجليزيّ اكتشفتُ الدورة الدمويّة الكبرى — من أنا؟","ويليام هارفي"
"ADM1587","من أنا؟","تعجيزي","استبعاد: مكرّر","H050","عالمٌ مسلم وضعتُ أسس علم البصريّات في «المناظر» — من أنا؟","ابن الهيثم"
"ADM1589","من أنا؟","تعجيزي","استبعاد: مكرّر","H048","طبيبٌ فارسيّ ألّفتُ «الحاوي» وميّزتُ الجدري من الحصبة — من أنا؟","الرازي"
"ADM1592","من أنا؟","تعجيزي","استبعاد: مكرّر","M315","عالمٌ ألمانيّ اكتشفتُ الأشعّة السينيّة ونلتُ أوّل نوبل في الفيزياء — من أنا؟","رونتغن"
"ADM1591","من أنا؟","تعجيزي","استبعاد: مكرّر","M310","شاعرةٌ عربيّة رثيتُ أخي صخراً حتى بكى الناس — من أنا؟","الخنساء"
"ADM1577","من أنا؟","تعجيزي","تغيير مستوى","متوسط","رسّامٌ هولنديّ قطعتُ أذني ورسمتُ عبّاد الشمس — من أنا؟","فان غوخ"
"ADM1579","من أنا؟","تعجيزي","تغيير مستوى","متوسط","إمبراطورٌ فرنسيّ نُفيت إلى جزيرةٍ في الأطلسيّ ومتّ فيها — من أنا؟","نابليون"
"ADM1581","من أنا؟","تعجيزي","تغيير مستوى","متوسط","بحّارٌ برتغاليّ بدأتُ أوّل رحلةٍ حول العالم ولم أكملها — من أنا؟","ماجلان"
"ADM1585","من أنا؟","تعجيزي","تغيير مستوى","متوسط","مخترعٌ إيطاليّ أرسلتُ أوّل إشارةٍ لاسلكيّة عبر الأطلسيّ — من أنا؟","ماركوني"
"ADM1588","من أنا؟","تعجيزي","تغيير مستوى","متوسط","موسيقيٌّ ألمانيّ ألّفتُ أعظم أعمالي بعد أن فقدتُ سمعي — من أنا؟","بيتهوفن"
"ADM1590","من أنا؟","تعجيزي","تغيير مستوى","متوسط","ملّاحٌ عربيّ أرشدتُ فاسكو دا غاما إلى الهند — من أنا؟","ابن ماجد"
"ADM1593","من أنا؟","تعجيزي","تغيير مستوى","متوسط","عالمٌ أندلسيّ حاولتُ الطيران بجناحين من الريش — من أنا؟","عبّاس بن فرناس"
"ADM1594","من أنا؟","تعجيزي","تغيير مستوى","متوسط","مهندسٌ مسلم صنعتُ آلاتٍ ذاتيّة الحركة ووصفتُها في كتاب الحيل — من أنا؟","الجزري"
"ADM0053","أكلات","سهل","استبعاد: تافه","","ما الطبق الدمشقي الذي يجمع طبقات من فتات الخبز والحمص واللبن؟","فتة الحمص"
"ADM0188","أكلات","متوسط","استبعاد: تافه","","ما الفلفل الذي يمنح أطباق سيتشوان إحساس التنميل؟","فلفل سيتشوان"
"ADM0195","أكلات","متوسط","استبعاد: تافه","","ما صلصة الفول السوداني التي ترافق أسياخ الساتاي غالباً؟","صلصة الفول السوداني"
"ADM0231","أكلات","صعب","استبعاد: تافه","","في أيّ الطبقين يغلب الأرز ويبقى العدس ظاهراً: المجدرة أم المدردرة؟","المدردرة"
"ADM0232","أكلات","صعب","استبعاد: تافه","","أي مدينة فلسطينية ارتبط اسمها بأصل الكنافة النابلسية؟","نابلس"
"ADM0237","أكلات","صعب","استبعاد: تافه","","ما اسم الحلوى المصرية الباردة المصنوعة من الأرز المطهو باللبن والسكر؟","الأرز باللبن"
"ADM0269","أكلات","صعب","استبعاد: تافه","","ما اسم الشوربة التركية المصنوعة من العدس الأحمر وتُقدّم مع الليمون؟","شوربة العدس"
"E426","علوم واختراعات","سهل","استبعاد: تافه","","ما اسم أقوى مادة يُصنع منها القاطع الماسي؟","الماس"
"ADM0646","سيارات","متوسط","استبعاد: تافه","","أي سيارة دفع رباعي من تويوتا تأتي أصغر من لاندكروزر وتعرف باسم برادو؟","لاندكروزر برادو"
"ADM0661","سيارات","متوسط","استبعاد: تافه","","أي سيارة نيسان كانت تسمى في اليابان فيرليدي Z؟","نيسان Z"
"ADM0711","سيارات","صعب","استبعاد: تافه","","ما اسم سباق التحمّل البلجيكيّ الذي يمتدّ أربعاً وعشرين ساعة؟","24 ساعة سبا"
"ADM0636","سيارات","متوسط","استبعاد: تافه","","أي طراز صغير من فيات أعيد إحياؤه بتصميم حديث عام 2007؟","فيات 500"
"E032","تاريخ وحضارات","سهل","استبعاد: مكرّر","ADM2114","ما اسم الفرعون الذي اكتُشفت مقبرته كاملة؟","توت عنخ آمون"
"E410","تاريخ وحضارات","سهل","استبعاد: مكرّر","ADM2128","ما اسم الحدائق التي عُدّت من عجائب الدنيا القديمة وكانت في العراق؟","الحدائق المعلّقة"
"M422","تاريخ وحضارات","متوسط","استبعاد: مكرّر","ADM2131","من القائد المقدوني الذي وصلت فتوحاته إلى الهند؟","الإسكندر الأكبر"
"ADM1867","دوري أبطال أوروبا","تعجيزي","استبعاد: مكرّر","ADM1820","من المدرّب الأكثر تتويجاً بالبطولة برصيد خمسة ألقاب؟","كارلو أنشيلوتي"
